step 0, validation loss: 10.9695
hellaswag: 274/1000 = 27.40%
step 0, loss: 10.967782, lr: 6.0000e-06, norm: 9.8172, dt: 13868.64ms, tokens_sec: 37803.84hz
step 9706, loss: 3.152979, lr: 6.5375e-04, norm: 0.1725, dt: 590.55ms, tokens_sec: 887800.86hz
step 9707, loss: 3.175469, lr: 6.5366e-04, norm: 0.1921, dt: 597.02ms, tokens_sec: 878178.92hz
step 9708, loss: 3.156451, lr: 6.5357e-04, norm: 0.1943, dt: 597.53ms, tokens_sec: 877419.96hz
step 9709, loss: 3.184723, lr: 6.5348e-04, norm: 0.1825, dt: 598.75ms, tokens_sec: 875633.58hz
step 9710, loss: 3.152735, lr: 6.5339e-04, norm: 0.2109, dt: 593.75ms, tokens_sec: 883015.27hz
step 9711, loss: 3.182590, lr: 6.5330e-04, norm: 0.1809, dt: 596.23ms, tokens_sec: 879344.09hz
step 9712, loss: 3.135412, lr: 6.5321e-04, norm: 0.1853, dt: 598.05ms, tokens_sec: 876661.27hz
step 9713, loss: 3.096380, lr: 6.5312e-04, norm: 0.1794, dt: 594.48ms, tokens_sec: 881920.64hz
step 9714, loss: 3.099404, lr: 6.5303e-04, norm: 0.1830, dt: 598.33ms, tokens_sec: 876251.51hz
step 9715, loss: 3.158643, lr: 6.5294e-04, norm: 0.1956, dt: 593.36ms, tokens_sec: 883588.28hz
step 9716, loss: 3.231001, lr: 6.5285e-04, norm: 0.2011, dt: 592.27ms, tokens_sec: 885215.55hz
step 9717, loss: 3.180820, lr: 6.5276e-04, norm: 0.1878, dt: 597.10ms, tokens_sec: 878060.75hz
step 9718, loss: 3.108685, lr: 6.5267e-04, norm: 0.1784, dt: 596.35ms, tokens_sec: 879164.09hz
step 9719, loss: 3.195713, lr: 6.5258e-04, norm: 0.1785, dt: 592.35ms, tokens_sec: 885091.92hz
step 9720, loss: 3.114116, lr: 6.5249e-04, norm: 0.2037, dt: 592.67ms, tokens_sec: 884624.77hz
step 9721, loss: 3.157384, lr: 6.5240e-04, norm: 0.2032, dt: 599.01ms, tokens_sec: 875256.83hz
step 9722, loss: 3.191712, lr: 6.5231e-04, norm: 0.2115, dt: 595.50ms, tokens_sec: 880416.12hz
step 9723, loss: 3.158687, lr: 6.5222e-04, norm: 0.2100, dt: 594.41ms, tokens_sec: 882026.41hz
step 9724, loss: 3.152365, lr: 6.5214e-04, norm: 0.1980, dt: 591.87ms, tokens_sec: 885814.25hz
step 9725, loss: 3.162996, lr: 6.5205e-04, norm: 0.2123, dt: 597.81ms, tokens_sec: 877020.34hz
step 9726, loss: 3.163862, lr: 6.5196e-04, norm: 0.1868, dt: 593.42ms, tokens_sec: 883509.47hz
step 9727, loss: 3.139446, lr: 6.5187e-04, norm: 0.2288, dt: 594.17ms, tokens_sec: 882381.39hz
step 9728, loss: 3.182688, lr: 6.5178e-04, norm: 0.2050, dt: 596.92ms, tokens_sec: 878317.82hz
step 9729, loss: 3.152198, lr: 6.5169e-04, norm: 0.2166, dt: 596.63ms, tokens_sec: 878747.43hz
step 9730, loss: 3.131922, lr: 6.5160e-04, norm: 0.1934, dt: 595.01ms, tokens_sec: 881135.08hz
step 9731, loss: 3.134345, lr: 6.5151e-04, norm: 0.2282, dt: 599.71ms, tokens_sec: 874231.03hz
step 9732, loss: 3.201687, lr: 6.5142e-04, norm: 0.2098, dt: 597.40ms, tokens_sec: 877611.16hz
step 9733, loss: 3.198025, lr: 6.5133e-04, norm: 0.2092, dt: 597.11ms, tokens_sec: 878049.89hz
step 9734, loss: 3.165604, lr: 6.5124e-04, norm: 0.1956, dt: 593.09ms, tokens_sec: 883999.24hz
step 9735, loss: 3.175844, lr: 6.5115e-04, norm: 0.2044, dt: 594.16ms, tokens_sec: 882404.41hz
step 9736, loss: 3.116504, lr: 6.5106e-04, norm: 0.1903, dt: 594.70ms, tokens_sec: 881595.36hz
step 9737, loss: 3.153858, lr: 6.5097e-04, norm: 0.1965, dt: 593.40ms, tokens_sec: 883532.19hz
step 9738, loss: 3.166069, lr: 6.5088e-04, norm: 0.1817, dt: 595.49ms, tokens_sec: 880425.28hz
step 9739, loss: 3.167486, lr: 6.5079e-04, norm: 0.1919, dt: 599.36ms, tokens_sec: 874753.37hz
step 9740, loss: 3.124118, lr: 6.5070e-04, norm: 0.1861, dt: 597.11ms, tokens_sec: 878040.07hz
step 9741, loss: 3.144549, lr: 6.5061e-04, norm: 0.1913, dt: 595.37ms, tokens_sec: 880614.26hz
step 9742, loss: 3.158541, lr: 6.5052e-04, norm: 0.1835, dt: 594.36ms, tokens_sec: 882099.65hz
step 9743, loss: 3.152878, lr: 6.5043e-04, norm: 0.1985, dt: 595.68ms, tokens_sec: 880144.43hz
step 9744, loss: 3.148112, lr: 6.5034e-04, norm: 0.1915, dt: 598.01ms, tokens_sec: 876724.18hz
step 9745, loss: 3.215489, lr: 6.5025e-04, norm: 0.1801, dt: 597.45ms, tokens_sec: 877549.52hz
step 9746, loss: 3.194548, lr: 6.5016e-04, norm: 0.1794, dt: 592.39ms, tokens_sec: 885043.11hz
step 9747, loss: 3.176200, lr: 6.5007e-04, norm: 0.1790, dt: 595.34ms, tokens_sec: 880655.17hz
step 9748, loss: 3.154727, lr: 6.4998e-04, norm: 0.1710, dt: 591.54ms, tokens_sec: 886313.02hz
step 9749, loss: 3.106026, lr: 6.4989e-04, norm: 0.1812, dt: 599.05ms, tokens_sec: 875194.82hz
step 9750, validation loss: 3.1671
step 9750, loss: 3.217856, lr: 6.4980e-04, norm: 0.1867, dt: 1763.91ms, tokens_sec: 297230.41hz
step 9751, loss: 3.241301, lr: 6.4971e-04, norm: 0.1794, dt: 596.56ms, tokens_sec: 878853.84hz
step 9752, loss: 3.240941, lr: 6.4962e-04, norm: 0.1990, dt: 591.63ms, tokens_sec: 886176.94hz
step 9753, loss: 3.159052, lr: 6.4953e-04, norm: 0.1796, dt: 598.88ms, tokens_sec: 875445.68hz
step 9754, loss: 3.196249, lr: 6.4944e-04, norm: 0.1934, dt: 598.36ms, tokens_sec: 876206.47hz
step 9755, loss: 3.154388, lr: 6.4935e-04, norm: 0.1874, dt: 591.87ms, tokens_sec: 885817.11hz
step 9756, loss: 3.139470, lr: 6.4926e-04, norm: 0.2054, dt: 597.11ms, tokens_sec: 878041.12hz
step 9757, loss: 3.096795, lr: 6.4917e-04, norm: 0.2021, dt: 594.83ms, tokens_sec: 881412.67hz
step 9758, loss: 3.184603, lr: 6.4908e-04, norm: 0.2132, dt: 594.54ms, tokens_sec: 881839.65hz
step 9759, loss: 3.301382, lr: 6.4899e-04, norm: 0.1966, dt: 595.53ms, tokens_sec: 880365.36hz
step 9760, loss: 3.154588, lr: 6.4890e-04, norm: 0.2235, dt: 596.12ms, tokens_sec: 879495.32hz
step 9761, loss: 3.159589, lr: 6.4881e-04, norm: 0.1990, dt: 595.11ms, tokens_sec: 880995.99hz
step 9762, loss: 3.186861, lr: 6.4872e-04, norm: 0.1839, dt: 599.35ms, tokens_sec: 874762.42hz
step 9763, loss: 3.104344, lr: 6.4863e-04, norm: 0.1979, dt: 591.07ms, tokens_sec: 887020.54hz
step 9764, loss: 3.163146, lr: 6.4854e-04, norm: 0.1816, dt: 595.10ms, tokens_sec: 881003.40hz
step 9765, loss: 3.187324, lr: 6.4845e-04, norm: 0.1890, dt: 593.46ms, tokens_sec: 883445.93hz
step 9766, loss: 3.194555, lr: 6.4836e-04, norm: 0.1952, dt: 597.15ms, tokens_sec: 877977.32hz
step 9767, loss: 3.099926, lr: 6.4827e-04, norm: 0.1990, dt: 593.42ms, tokens_sec: 883499.53hz
step 9768, loss: 3.201944, lr: 6.4818e-04, norm: 0.1984, dt: 595.11ms, tokens_sec: 880992.11hz
step 9769, loss: 3.178277, lr: 6.4809e-04, norm: 0.1920, dt: 599.69ms, tokens_sec: 874267.88hz
step 9770, loss: 3.255433, lr: 6.4800e-04, norm: 0.2025, dt: 595.29ms, tokens_sec: 880723.95hz
step 9771, loss: 3.155630, lr: 6.4791e-04, norm: 0.2068, dt: 599.52ms, tokens_sec: 874519.25hz
step 9772, loss: 3.136585, lr: 6.4782e-04, norm: 0.1924, dt: 597.14ms, tokens_sec: 877992.74hz
step 9773, loss: 3.158891, lr: 6.4773e-04, norm: 0.1844, dt: 597.11ms, tokens_sec: 878049.18hz
step 9774, loss: 3.176900, lr: 6.4764e-04, norm: 0.1768, dt: 596.06ms, tokens_sec: 879593.12hz
step 9775, loss: 3.179712, lr: 6.4755e-04, norm: 0.2151, dt: 592.72ms, tokens_sec: 884543.28hz
step 9776, loss: 3.167675, lr: 6.4746e-04, norm: 0.2072, dt: 597.03ms, tokens_sec: 878166.65hz
step 9777, loss: 3.136141, lr: 6.4737e-04, norm: 0.1982, dt: 599.56ms, tokens_sec: 874449.00hz
step 9778, loss: 3.170001, lr: 6.4728e-04, norm: 0.2058, dt: 598.39ms, tokens_sec: 876159.69hz
step 9779, loss: 3.167598, lr: 6.4719e-04, norm: 0.1944, dt: 595.99ms, tokens_sec: 879696.57hz
step 9780, loss: 3.154231, lr: 6.4710e-04, norm: 0.1903, dt: 595.04ms, tokens_sec: 881094.83hz
step 9781, loss: 3.216709, lr: 6.4701e-04, norm: 0.2002, dt: 593.17ms, tokens_sec: 883873.11hz
step 9782, loss: 3.160629, lr: 6.4692e-04, norm: 0.1885, dt: 594.71ms, tokens_sec: 881591.12hz
step 9783, loss: 3.183706, lr: 6.4683e-04, norm: 0.1893, dt: 597.11ms, tokens_sec: 878039.72hz
step 9784, loss: 3.174101, lr: 6.4674e-04, norm: 0.1768, dt: 594.31ms, tokens_sec: 882176.79hz
step 9785, loss: 3.195025, lr: 6.4665e-04, norm: 0.1991, dt: 595.74ms, tokens_sec: 880061.65hz
step 9786, loss: 3.142649, lr: 6.4656e-04, norm: 0.1867, dt: 596.89ms, tokens_sec: 878372.20hz
step 9787, loss: 3.183867, lr: 6.4647e-04, norm: 0.2060, dt: 595.08ms, tokens_sec: 881032.35hz
step 9788, loss: 3.109517, lr: 6.4638e-04, norm: 0.2088, dt: 598.81ms, tokens_sec: 875543.28hz
step 9789, loss: 3.161734, lr: 6.4629e-04, norm: 0.1999, dt: 592.52ms, tokens_sec: 884850.80hz
step 9790, loss: 3.178277, lr: 6.4620e-04, norm: 0.2059, dt: 597.03ms, tokens_sec: 878155.43hz
step 9791, loss: 3.170369, lr: 6.4611e-04, norm: 0.1804, dt: 596.32ms, tokens_sec: 879198.89hz
step 9792, loss: 3.179408, lr: 6.4602e-04, norm: 0.2071, dt: 599.01ms, tokens_sec: 875254.73hz
step 9793, loss: 3.130473, lr: 6.4593e-04, norm: 0.1949, dt: 596.00ms, tokens_sec: 879675.45hz
step 9794, loss: 3.098954, lr: 6.4584e-04, norm: 0.1949, dt: 598.20ms, tokens_sec: 876445.33hz
step 9795, loss: 3.175813, lr: 6.4575e-04, norm: 0.2105, dt: 593.35ms, tokens_sec: 883599.64hz
step 9796, loss: 3.200899, lr: 6.4566e-04, norm: 0.1720, dt: 596.58ms, tokens_sec: 878828.20hz
step 9797, loss: 3.176396, lr: 6.4557e-04, norm: 0.2131, dt: 597.89ms, tokens_sec: 876901.08hz
step 9798, loss: 3.171103, lr: 6.4548e-04, norm: 0.1858, dt: 595.67ms, tokens_sec: 880171.56hz
step 9799, loss: 3.161431, lr: 6.4539e-04, norm: 0.2200, dt: 597.40ms, tokens_sec: 877611.86hz
step 9800, loss: 3.109127, lr: 6.4531e-04, norm: 0.2257, dt: 595.37ms, tokens_sec: 880605.09hz
step 9801, loss: 3.154160, lr: 6.4522e-04, norm: 0.2006, dt: 598.51ms, tokens_sec: 875983.78hz
step 9802, loss: 3.250010, lr: 6.4513e-04, norm: 0.2145, dt: 597.00ms, tokens_sec: 878211.54hz
step 9803, loss: 3.197976, lr: 6.4504e-04, norm: 0.2086, dt: 595.03ms, tokens_sec: 881106.83hz
step 9804, loss: 3.182381, lr: 6.4495e-04, norm: 0.2060, dt: 597.11ms, tokens_sec: 878042.52hz
step 9805, loss: 3.195118, lr: 6.4486e-04, norm: 0.1931, dt: 595.52ms, tokens_sec: 880388.97hz
step 9806, loss: 3.181976, lr: 6.4477e-04, norm: 0.1857, dt: 599.24ms, tokens_sec: 874925.65hz
step 9807, loss: 3.186017, lr: 6.4468e-04, norm: 0.1998, dt: 595.67ms, tokens_sec: 880162.40hz
step 9808, loss: 3.173948, lr: 6.4459e-04, norm: 0.1843, dt: 596.52ms, tokens_sec: 878906.18hz
step 9809, loss: 3.166735, lr: 6.4450e-04, norm: 0.2045, dt: 593.77ms, tokens_sec: 882977.69hz
step 9810, loss: 3.218023, lr: 6.4441e-04, norm: 0.2047, dt: 597.71ms, tokens_sec: 877158.52hz
step 9811, loss: 3.141776, lr: 6.4432e-04, norm: 0.1872, dt: 596.82ms, tokens_sec: 878464.49hz
step 9812, loss: 3.127163, lr: 6.4423e-04, norm: 0.2059, dt: 597.30ms, tokens_sec: 877761.09hz
step 9813, loss: 3.127321, lr: 6.4414e-04, norm: 0.2124, dt: 597.48ms, tokens_sec: 877493.14hz
step 9814, loss: 3.217629, lr: 6.4405e-04, norm: 0.1853, dt: 595.13ms, tokens_sec: 880959.28hz
step 9815, loss: 3.128685, lr: 6.4396e-04, norm: 0.1974, dt: 595.06ms, tokens_sec: 881062.00hz
step 9816, loss: 3.150738, lr: 6.4387e-04, norm: 0.1935, dt: 593.35ms, tokens_sec: 883600.35hz
step 9817, loss: 3.152283, lr: 6.4378e-04, norm: 0.1908, dt: 596.14ms, tokens_sec: 879477.38hz
step 9818, loss: 3.162478, lr: 6.4369e-04, norm: 0.1819, dt: 593.15ms, tokens_sec: 883906.50hz
step 9819, loss: 3.146644, lr: 6.4360e-04, norm: 0.1900, dt: 598.86ms, tokens_sec: 875471.82hz
step 9820, loss: 3.146897, lr: 6.4351e-04, norm: 0.1712, dt: 595.47ms, tokens_sec: 880454.89hz
step 9821, loss: 3.152404, lr: 6.4342e-04, norm: 0.1862, dt: 594.91ms, tokens_sec: 881288.33hz
step 9822, loss: 3.177836, lr: 6.4333e-04, norm: 0.1780, dt: 596.43ms, tokens_sec: 879045.66hz
step 9823, loss: 3.188142, lr: 6.4324e-04, norm: 0.1844, dt: 594.68ms, tokens_sec: 881623.28hz
step 9824, loss: 3.163024, lr: 6.4315e-04, norm: 0.1826, dt: 593.82ms, tokens_sec: 882904.66hz
step 9825, loss: 3.154111, lr: 6.4306e-04, norm: 0.1791, dt: 596.74ms, tokens_sec: 878587.68hz
step 9826, loss: 3.166804, lr: 6.4297e-04, norm: 0.1805, dt: 597.25ms, tokens_sec: 877836.42hz
step 9827, loss: 3.187210, lr: 6.4288e-04, norm: 0.1819, dt: 595.26ms, tokens_sec: 880766.28hz
step 9828, loss: 3.199230, lr: 6.4279e-04, norm: 0.2839, dt: 596.40ms, tokens_sec: 879090.99hz
step 9829, loss: 3.143875, lr: 6.4270e-04, norm: 0.2092, dt: 594.10ms, tokens_sec: 882485.50hz
step 9830, loss: 3.168360, lr: 6.4261e-04, norm: 0.2155, dt: 598.96ms, tokens_sec: 875334.17hz
step 9831, loss: 3.140460, lr: 6.4252e-04, norm: 0.1953, dt: 595.24ms, tokens_sec: 880804.38hz
step 9832, loss: 3.162464, lr: 6.4243e-04, norm: 0.1918, dt: 597.93ms, tokens_sec: 876833.25hz
step 9833, loss: 3.232160, lr: 6.4234e-04, norm: 0.2095, dt: 591.79ms, tokens_sec: 885935.59hz
step 9834, loss: 3.149814, lr: 6.4225e-04, norm: 0.2097, dt: 596.75ms, tokens_sec: 878572.59hz
step 9835, loss: 3.181951, lr: 6.4216e-04, norm: 0.1766, dt: 597.54ms, tokens_sec: 877412.61hz
step 9836, loss: 3.120970, lr: 6.4207e-04, norm: 0.1911, dt: 597.70ms, tokens_sec: 877172.52hz
step 9837, loss: 3.187716, lr: 6.4198e-04, norm: 0.1867, dt: 597.52ms, tokens_sec: 877435.37hz
step 9838, loss: 3.103880, lr: 6.4189e-04, norm: 0.1698, dt: 594.69ms, tokens_sec: 881622.93hz
step 9839, loss: 3.249653, lr: 6.4180e-04, norm: 0.1873, dt: 595.18ms, tokens_sec: 880893.29hz
step 9840, loss: 3.207249, lr: 6.4171e-04, norm: 0.1820, dt: 593.37ms, tokens_sec: 883580.47hz
step 9841, loss: 3.159476, lr: 6.4162e-04, norm: 0.1898, dt: 597.20ms, tokens_sec: 877903.36hz
step 9842, loss: 3.187606, lr: 6.4153e-04, norm: 0.1992, dt: 597.95ms, tokens_sec: 876803.88hz
step 9843, loss: 3.202597, lr: 6.4144e-04, norm: 0.1813, dt: 592.35ms, tokens_sec: 885101.18hz
step 9844, loss: 3.125537, lr: 6.4135e-04, norm: 0.1996, dt: 594.89ms, tokens_sec: 881319.77hz
step 9845, loss: 3.189965, lr: 6.4126e-04, norm: 0.1791, dt: 597.39ms, tokens_sec: 877636.38hz
step 9846, loss: 3.164892, lr: 6.4117e-04, norm: 0.1818, dt: 593.34ms, tokens_sec: 883614.91hz
step 9847, loss: 3.136701, lr: 6.4108e-04, norm: 0.1739, dt: 595.72ms, tokens_sec: 880091.59hz
step 9848, loss: 3.202449, lr: 6.4099e-04, norm: 0.1666, dt: 593.15ms, tokens_sec: 883902.24hz
step 9849, loss: 3.172819, lr: 6.4090e-04, norm: 0.1790, dt: 596.85ms, tokens_sec: 878426.59hz
step 9850, loss: 3.107522, lr: 6.4081e-04, norm: 0.1745, dt: 595.88ms, tokens_sec: 879860.24hz
step 9851, loss: 3.192624, lr: 6.4072e-04, norm: 0.1625, dt: 596.76ms, tokens_sec: 878561.00hz
step 9852, loss: 3.194910, lr: 6.4063e-04, norm: 0.1849, dt: 593.96ms, tokens_sec: 882706.54hz
step 9853, loss: 3.173733, lr: 6.4054e-04, norm: 0.1727, dt: 593.32ms, tokens_sec: 883655.38hz
step 9854, loss: 3.200229, lr: 6.4045e-04, norm: 0.1719, dt: 595.23ms, tokens_sec: 880820.61hz
step 9855, loss: 3.158856, lr: 6.4036e-04, norm: 0.1772, dt: 595.51ms, tokens_sec: 880403.43hz
step 9856, loss: 3.117810, lr: 6.4027e-04, norm: 0.1817, dt: 597.25ms, tokens_sec: 877832.92hz
step 9857, loss: 3.183825, lr: 6.4018e-04, norm: 0.1845, dt: 595.18ms, tokens_sec: 880895.76hz
step 9858, loss: 3.179279, lr: 6.4009e-04, norm: 0.2029, dt: 596.57ms, tokens_sec: 878830.31hz
step 9859, loss: 3.111506, lr: 6.4000e-04, norm: 0.1849, dt: 596.10ms, tokens_sec: 879525.57hz
step 9860, loss: 3.135870, lr: 6.3991e-04, norm: 0.2413, dt: 597.22ms, tokens_sec: 877881.63hz
step 9861, loss: 3.217647, lr: 6.3982e-04, norm: 0.2112, dt: 593.95ms, tokens_sec: 882721.42hz
step 9862, loss: 3.182172, lr: 6.3973e-04, norm: 0.2798, dt: 597.57ms, tokens_sec: 877363.95hz
step 9863, loss: 3.159947, lr: 6.3965e-04, norm: 0.2084, dt: 595.74ms, tokens_sec: 880063.77hz
step 9864, loss: 3.179298, lr: 6.3956e-04, norm: 0.3188, dt: 597.83ms, tokens_sec: 876980.12hz
step 9865, loss: 3.198484, lr: 6.3947e-04, norm: 0.2815, dt: 597.01ms, tokens_sec: 878189.45hz
step 9866, loss: 3.187949, lr: 6.3938e-04, norm: 0.2258, dt: 595.91ms, tokens_sec: 879813.77hz
step 9867, loss: 3.151577, lr: 6.3929e-04, norm: 0.2272, dt: 596.66ms, tokens_sec: 878700.37hz
step 9868, loss: 3.153661, lr: 6.3920e-04, norm: 0.1968, dt: 594.79ms, tokens_sec: 881460.72hz
step 9869, loss: 3.200713, lr: 6.3911e-04, norm: 0.2153, dt: 597.25ms, tokens_sec: 877835.72hz
step 9870, loss: 3.223481, lr: 6.3902e-04, norm: 0.2195, dt: 594.94ms, tokens_sec: 881248.42hz
step 9871, loss: 3.199602, lr: 6.3893e-04, norm: 0.1910, dt: 597.74ms, tokens_sec: 877120.04hz
step 9872, loss: 3.120697, lr: 6.3884e-04, norm: 0.2070, dt: 591.62ms, tokens_sec: 886197.29hz
step 9873, loss: 3.143020, lr: 6.3875e-04, norm: 0.1870, dt: 596.81ms, tokens_sec: 878483.44hz
step 9874, loss: 3.200894, lr: 6.3866e-04, norm: 0.1967, dt: 598.55ms, tokens_sec: 875924.46hz
step 9875, loss: 3.123802, lr: 6.3857e-04, norm: 0.1796, dt: 602.15ms, tokens_sec: 870699.61hz
step 9876, loss: 3.201843, lr: 6.3848e-04, norm: 0.1924, dt: 600.12ms, tokens_sec: 873643.71hz
step 9877, loss: 3.132539, lr: 6.3839e-04, norm: 0.1922, dt: 594.27ms, tokens_sec: 882242.27hz
step 9878, loss: 3.146815, lr: 6.3830e-04, norm: 0.1897, dt: 596.99ms, tokens_sec: 878218.91hz
step 9879, loss: 3.159475, lr: 6.3821e-04, norm: 0.1720, dt: 598.75ms, tokens_sec: 875631.48hz
step 9880, loss: 3.091056, lr: 6.3812e-04, norm: 0.1753, dt: 596.49ms, tokens_sec: 878952.20hz
step 9881, loss: 3.097181, lr: 6.3803e-04, norm: 0.1762, dt: 593.42ms, tokens_sec: 883508.40hz
step 9882, loss: 3.113804, lr: 6.3794e-04, norm: 0.1697, dt: 595.61ms, tokens_sec: 880251.18hz
step 9883, loss: 3.154447, lr: 6.3785e-04, norm: 0.1738, dt: 594.62ms, tokens_sec: 881716.60hz
step 9884, loss: 3.114063, lr: 6.3776e-04, norm: 0.1714, dt: 598.71ms, tokens_sec: 875698.43hz
step 9885, loss: 3.122221, lr: 6.3767e-04, norm: 0.1688, dt: 598.41ms, tokens_sec: 876139.09hz
step 9886, loss: 3.142269, lr: 6.3758e-04, norm: 0.1651, dt: 594.81ms, tokens_sec: 881442.70hz
step 9887, loss: 3.155997, lr: 6.3749e-04, norm: 0.1829, dt: 596.37ms, tokens_sec: 879125.78hz
step 9888, loss: 3.137117, lr: 6.3740e-04, norm: 0.1601, dt: 593.82ms, tokens_sec: 882902.53hz
step 9889, loss: 3.095567, lr: 6.3731e-04, norm: 0.1856, dt: 599.14ms, tokens_sec: 875070.49hz
step 9890, loss: 3.176061, lr: 6.3722e-04, norm: 0.1675, dt: 595.78ms, tokens_sec: 880001.43hz
step 9891, loss: 3.143328, lr: 6.3713e-04, norm: 0.2012, dt: 596.83ms, tokens_sec: 878456.07hz
step 9892, loss: 3.191695, lr: 6.3704e-04, norm: 0.1790, dt: 595.18ms, tokens_sec: 880888.70hz
step 9893, loss: 3.145703, lr: 6.3695e-04, norm: 0.2025, dt: 593.24ms, tokens_sec: 883764.05hz
step 9894, loss: 3.165952, lr: 6.3686e-04, norm: 0.1767, dt: 594.85ms, tokens_sec: 881383.70hz
step 9895, loss: 3.161174, lr: 6.3677e-04, norm: 0.1933, dt: 595.79ms, tokens_sec: 879987.70hz
step 9896, loss: 3.174080, lr: 6.3668e-04, norm: 0.1804, dt: 594.51ms, tokens_sec: 881889.16hz
step 9897, loss: 3.160732, lr: 6.3659e-04, norm: 0.1947, dt: 595.98ms, tokens_sec: 879712.76hz
step 9898, loss: 3.188383, lr: 6.3650e-04, norm: 0.1820, dt: 597.16ms, tokens_sec: 877973.81hz
step 9899, loss: 3.240499, lr: 6.3641e-04, norm: 0.2051, dt: 596.50ms, tokens_sec: 878941.31hz
step 9900, loss: 3.141162, lr: 6.3632e-04, norm: 0.1753, dt: 598.30ms, tokens_sec: 876303.19hz
step 9901, loss: 3.123811, lr: 6.3623e-04, norm: 0.1866, dt: 593.12ms, tokens_sec: 883943.10hz
step 9902, loss: 3.132351, lr: 6.3614e-04, norm: 0.1866, dt: 594.12ms, tokens_sec: 882460.36hz
step 9903, loss: 3.191339, lr: 6.3605e-04, norm: 0.1879, dt: 595.50ms, tokens_sec: 880410.83hz
step 9904, loss: 3.166716, lr: 6.3596e-04, norm: 0.1956, dt: 597.50ms, tokens_sec: 877463.38hz
step 9905, loss: 3.197844, lr: 6.3587e-04, norm: 0.1946, dt: 596.56ms, tokens_sec: 878850.33hz
step 9906, loss: 3.154233, lr: 6.3578e-04, norm: 0.2025, dt: 597.48ms, tokens_sec: 877506.10hz
step 9907, loss: 3.164130, lr: 6.3569e-04, norm: 0.1880, dt: 594.49ms, tokens_sec: 881916.40hz
step 9908, loss: 3.158906, lr: 6.3560e-04, norm: 0.1800, dt: 596.22ms, tokens_sec: 879350.07hz
step 9909, loss: 3.177926, lr: 6.3551e-04, norm: 0.1927, dt: 595.69ms, tokens_sec: 880136.68hz
step 9910, loss: 3.112573, lr: 6.3542e-04, norm: 0.1804, dt: 598.58ms, tokens_sec: 875889.92hz
step 9911, loss: 3.182228, lr: 6.3533e-04, norm: 0.2027, dt: 594.22ms, tokens_sec: 882310.94hz
step 9912, loss: 3.185890, lr: 6.3524e-04, norm: 0.2090, dt: 599.06ms, tokens_sec: 875191.34hz
step 9913, loss: 3.157926, lr: 6.3515e-04, norm: 0.1933, dt: 594.90ms, tokens_sec: 881303.87hz
step 9914, loss: 3.160437, lr: 6.3506e-04, norm: 0.2058, dt: 599.43ms, tokens_sec: 874648.30hz
step 9915, loss: 3.140702, lr: 6.3498e-04, norm: 0.1819, dt: 595.14ms, tokens_sec: 880956.11hz
step 9916, loss: 3.183050, lr: 6.3489e-04, norm: 0.1889, dt: 597.53ms, tokens_sec: 877430.12hz
step 9917, loss: 3.101485, lr: 6.3480e-04, norm: 0.1814, dt: 595.88ms, tokens_sec: 879860.59hz
step 9918, loss: 3.175456, lr: 6.3471e-04, norm: 0.1835, dt: 594.21ms, tokens_sec: 882330.41hz
step 9919, loss: 3.143884, lr: 6.3462e-04, norm: 0.1588, dt: 594.99ms, tokens_sec: 881174.62hz
step 9920, loss: 3.128092, lr: 6.3453e-04, norm: 0.1833, dt: 597.45ms, tokens_sec: 877542.86hz
step 9921, loss: 3.134359, lr: 6.3444e-04, norm: 0.1824, dt: 600.11ms, tokens_sec: 873651.35hz
step 9922, loss: 3.124771, lr: 6.3435e-04, norm: 0.1774, dt: 599.05ms, tokens_sec: 875204.22hz
step 9923, loss: 3.115404, lr: 6.3426e-04, norm: 0.1897, dt: 599.13ms, tokens_sec: 875079.89hz
step 9924, loss: 3.118432, lr: 6.3417e-04, norm: 0.1618, dt: 594.97ms, tokens_sec: 881197.57hz
step 9925, loss: 3.274529, lr: 6.3408e-04, norm: 0.2307, dt: 597.94ms, tokens_sec: 876817.17hz
step 9926, loss: 3.179873, lr: 6.3399e-04, norm: 0.1972, dt: 597.60ms, tokens_sec: 877322.30hz
step 9927, loss: 3.178644, lr: 6.3390e-04, norm: 0.2164, dt: 595.33ms, tokens_sec: 880672.45hz
step 9928, loss: 3.162788, lr: 6.3381e-04, norm: 0.1806, dt: 594.78ms, tokens_sec: 881486.16hz
step 9929, loss: 3.165519, lr: 6.3372e-04, norm: 0.2332, dt: 595.81ms, tokens_sec: 879960.93hz
step 9930, loss: 3.163629, lr: 6.3363e-04, norm: 0.2070, dt: 597.05ms, tokens_sec: 878128.43hz
step 9931, loss: 3.137748, lr: 6.3354e-04, norm: 0.2143, dt: 593.45ms, tokens_sec: 883455.87hz
step 9932, loss: 3.283057, lr: 6.3345e-04, norm: 0.3066, dt: 599.03ms, tokens_sec: 875223.03hz
step 9933, loss: 3.165195, lr: 6.3336e-04, norm: 0.2175, dt: 595.21ms, tokens_sec: 880843.19hz
step 9934, loss: 3.173117, lr: 6.3327e-04, norm: 0.2055, dt: 598.21ms, tokens_sec: 876429.96hz
step 9935, loss: 3.226855, lr: 6.3318e-04, norm: 0.2068, dt: 595.39ms, tokens_sec: 880581.11hz
step 9936, loss: 3.137874, lr: 6.3309e-04, norm: 0.2211, dt: 597.58ms, tokens_sec: 877357.65hz
